Company,Title,Location,URL,Source,Posted,First seen,Description,Match status
Anaplan,QA Automation Engineer - AI,"London, UK",https://www.adzuna.co.uk/jobs/details/5890402318?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-19,2026-09-23,"At Anaplan, we are a team of innovators focused on optimizing business decision-making through our leading AI-infused scenario planning and analysis platform so our customers can outpace their competition and the market. What unites Anaplanners across teams and geographies is our collective commitment to our customers’ success and to our Winning Culture. Our customers rank among the who’s who in the Fortune 50. Coca-Cola, LinkedIn, Adobe, LVMH and Bayer are just a few of the 2,400 global compan…",top match
Anson Mccade,Machine Learning Engineer,"London, UK",https://www.adzuna.co.uk/jobs/land/ad/5890307584?se=QOO64z238RGf_djUbW4fNA&utm_medium=api&utm_source=dc96cb17&v=FE26176F6DF2386D367D170FD277BF02D5FCD8FD,adzuna-api,2026-09-19,2026-09-23,"Machine Learning Engineer Senior to Principal
London | 2 days on-site | £70,000£190,000
Were working with a rapidly growing AI organisation building production-grade machine learning systems for high-impact clients across national security, government and AI safety.
This is a hands-on ML engineering role for people who want to take models from research and experimentation through to production, working on technically challenging problems where AI has real-world impact.
Youll work alongside machine learning engineers, data scientists and technical teams to design, build and deploy scalable ML systems - with the autonomy to shape technical approaches and engineering best practice.
What youll be doing

- Build and deploy production-grade machine learning models, systems and infrastructure.
- Take ML solutions through the full lifecycle, from experimentation and prototyping through to deployment, monitoring and iteration.
- Work with frameworks such as PyTorch, TensorFlow and Scikit-learn.
- Develop scalable ML pipelines, tooling and reusable components that accelerate the delivery of AI systems.
- Make architectural and technical decisions around ML systems, infrastructure and deployment.
- Work closely with data scientists and engineers to turn research and models into reliable production systems.
- Apply strong software engineering practices to machine learning codebases and infrastructure.
- Help define best practices for deploying and operating ML at scale.
- Work directly with clients, translating complex ML concepts into practical technical solutions.
- At senior levels, provide technical leadership and help shape ML engineering approaches across projects.
What were looking for

- Strong hands-on experience as a Machine Learning Engineer, ML Software Engineer or similar.
- Strong Python skills and experience building production ML systems.
- Experience taking machine learning models from development into production.
- Practical experience with PyTorch, TensorFlow, Scikit-learn or similar ML frameworks.
- Good understanding of core ML concepts, including statistics, probability and machine learning techniques.
- Experience with cloud platforms such as AWS, Azure or GCP.
- Experience with Docker and Kubernetes or similar containerisation/orchestration technologies.
- Strong understanding of software engineering practices, system design and scalable architecture.
- Ability to work closely with data scientists, engineers and non-technical stakeholders.
- For Senior/Lead/Principal levels, were looking for increasing levels of technical ownership, architectural decision-making and leadership.
Why join?
Youll be working on high-impact ML problems rather than simply building applications around AI. The team operates at the intersection of machine learning, national security and AI safety, giving you the opportunity to work on challenging problems where production ML can make a genuine difference.
Theres also significant scope to influence how machine learning is engineered, deployed and scaled, particularly at Senior, Lead and Principal levels.
Location & Clearance

- London
- 2 days on-site per week
- Some client-site work may be required
- Depending on the project, UK Developed Vetting (DV) eligibility may be required

Salary: £70,000£190,000 depending on experience and level.",top match
Hackajob Ltd,Lead Software Engineer - LLM Ops Platform Reliability,"Glasgow, Scotland",https://www.adzuna.co.uk/jobs/land/ad/5890307983?se=TKzK5T238RG64cMLsbBlWQ&utm_medium=api&utm_source=dc96cb17&v=5CC0430FFBE5B63CF8879CB8A2298A361650DA01,adzuna-api,2026-09-19,2026-09-23,"hackajob is partnering directly with JPMorganChase to hire for this role.
JOB DESCRIPTION
Help shape how AI systems run reliably in production at scale. In this role, you'll build and operate large language model serving infrastructure, bringing strong engineering fundamentals and site reliability practices to cutting-edge AI platforms. You'll work hands-on with cloud and Kubernetes-based deployments, deep observability, and cost-aware performance tuning. If you enjoy solving hard production problems and making platforms measurably better, you'll find meaningful impact and growth here.
As a Lead Software Engineer at JPMorgan Chase in the AI and Machine Learning Platform team, you will build and scale AI infrastructure that modernizes traditional infrastructure management and site reliability engineering through applied AI. You will own the reliability, performance, and cost-efficiency of the LLM inference platform end to end. You will operate large language model serving stacks (such as vLLM and llm-d) in production at scale, with deep instrumentation and strong operational rigor. You will partner across engineering to deliver secure software, improve stability, and lead incident response and continuous improvement.
Job Responsibilities

- Design, develop, troubleshoot, and deliver secure, high-quality production software and services for AI infrastructure
- Build backend services and APIs that enable reliable operation of AI infrastructure in production
- Operate and scale LLM serving infrastructure (such as vLLM and llm-d), including model hosting, request routing, continuous batching, and KV-cache optimization
- Deploy, host, and lifecycle-manage open-source and proprietary LLMs on Amazon EKS and Amazon SageMaker, as well as on-prem and local GPU clusters, using reproducible infrastructure as code and continuous delivery pipelines
- Implement observability (logs, metrics, traces) with dashboards and actionable alerting, including Prometheus metrics and Grafana/Alertmanager integration for LLM and GPU workloads
- Tune GPU and accelerator capacity, autoscaling, and cost efficiency for LLM inference workloads using performance and optimization techniques (e.g., quantization, parallelism, speculative decoding)
- Lead reliability engineering for LLM endpoints through capacity planning, load/soak testing, safe rollouts (blue/green, canary), failover, and incident response for outages and model-quality regressions
- Participate in an on-call rotation, lead incident triage and mitigation, and produce clear post-incident root-cause analyses and follow-ups
- Identify recurring operational issues and automate remediation to improve platform stability and developer experience
- Build and maintain multi-agent systems with strong orchestration (planning, coordination, tool-calling, state/memory, and workflow control) where appropriate
- Contribute to an inclusive team culture grounded in diversity, opportunity, inclusion, and respect, and help drive adoption of leading-edge technologies through communities of practice
Required Qualifications, Capabilities, and Skills

- Formal training, certification, or equivalent practical experience in software engineering concepts
- Hands-on experience with system design, application development, testing, and operational stability in production environments
- Advanced proficiency in Python for building production-grade services and tooling
- Proficiency with automation and continuous delivery methods
- Hands-on experience with AWS and Terraform for infrastructure delivery and lifecycle management
- Strong understanding of site reliability engineering practices, including incident management, root-cause analysis, runbooks, and reliability patterns
- Practical knowledge of observability and instrumentation across metrics, logs, and traces
- Comfort with on-call operations and production troubleshooting
- Hands-on production experience operating LLM inference servers such as vLLM and llm-d (or directly equivalent serving stacks)
- Hands-on experience hosting and serving LLMs on Amazon EKS and/or Amazon SageMaker, and on local GPU infrastructure
- Knowledge of LLM reliability and risk considerations, including latency/throughput trade-offs, model and weight versioning, prompt/response logging, and safe rollout patterns
Preferred Qualifications, Capabilities, and Skills

- Experience developing generative AI applications, AI agents, vector search, and retrieval-augmented generation patterns
- Experience building AI agents using frameworks such as LangChain, CrewAI, LangGraph, or similar orchestration platforms
- Experience operating or integrating serving platforms such as KServe, Ray Serve, NVIDIA Triton Inference Server, Text Generation Inference (TGI), alongside vLLM/llm-d
- Familiarity with Amazon SageMaker JumpStart, SageMaker Endpoints, and Amazon Bedrock for managed model hosting
- Experience with online LLM quality monitoring (e.g., hallucination, toxicity, drift detection) and tracing via OpenTelemetry conventions
- Contributions to open-source LLM serving or inference projects (e.g., vLLM, llm-d, Ray, KServe, Triton)
ABOUT US
J.P. Morgan is a global leader in financial services, providing strategic advice and products to the world's most prominent corporations, governments, wealthy individuals and institutional investors. Our first-class business in a first-class way approach to serving clients drives everything we do. We strive to build trusted, long-term partnerships to help our clients achieve their business objectives.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. We also make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as mental health or physical disability needs. Visit our
FAQs
for more information about requesting an accommodation.

ABOUT THE TEAM
Our professionals in our Corporate Functions cover a diverse range of areas from finance and risk to human resources and marketing. Our corporate teams are an essential part of our company, ensuring that we're setting our businesses, clients, customers and employees up for success.",medium match
Client Server,Founding Engineer Python API LLM - Start-up,"Monument, Central London",https://www.adzuna.co.uk/jobs/land/ad/5888665731?se=TKzK5T238RG64cMLsbBlWQ&utm_medium=api&utm_source=dc96cb17&v=3237B550D3CEAC45ACEB804811DB39586A196579,adzuna-api,2026-09-18,2026-09-23,"Founding Engineer / Developer (Python API LLM) to £115k Do you have advanced Python skills combined with tech start-up experience? You could be progressing your career at a fast growing AI start-up as a Founding Engineer, building technology that is transforming compliance and operational efficiency across the NHS and wider regulated industries. With strong backing and ambitious growth plans, you'll have the chance to make a genuine impact while working alongside experienced founders in a highl…",top match
Data Idols,Senior Machine Learning Engineer,"Farringdon, Central London",https://www.adzuna.co.uk/jobs/land/ad/5889746022?se=QOO64z238RGf_djUbW4fNA&utm_medium=api&utm_source=dc96cb17&v=B617E58141B7B6B4F383D5708C9A99AF9267A8D8,adzuna-api,2026-09-18,2026-09-23,"Senior Machine Learning Engineer Salary: £80,000 - £90,000 Location: London|Hybrid Data Idols are working with an innovative technology business that is continuing to invest in its Machine Learning and AI capabilities. They are looking for a Senior Machine Learning Engineer to help build, deploy and scale production-grade AI solutions. This is an exciting opportunity to work at the intersection of Machine Learning and software engineering, taking sophisticated AI models from development through to scalable, real-world production environments. The Opportunity As a Senior Machine Learning Engineer, you'll design, build and deploy high-performance Machine Learning solutions, working across modern AI and Generative AI technologies. You'll work across the full ML lifecycle, from experimentation and development through to deployment, monitoring and optimisation in production. You'll help establish robust MLOps practices and ensure Machine Learning services are scalable, reliable and performant. There will also be a strong focus on performance and optimisation, including improving Python workloads, infrastructure efficiency and the performance of models in production environments. You'll collaborate closely with engineering and AI teams to bridge the gap between Machine Learning development and production engineering. Skills and Experience Excellent Python skills and experience with frameworks
Experience building and deploying Machine Learning models in production
Experience working with Generative AI and modern Machine Learning technologies
Strong understanding of MLOps, CI/CD and model deployment
Experience building APIs for Machine LearningIf you're a Senior Machine Learning Engineer who enjoys taking sophisticated Machine Learning technology and turning it into scalable, production-ready solutions, we'd love to hear from you. Senior Machine Learning Engineer",top match
Kyndryl,Forward Deployed Engineer - Lead Platform Engineer,"London, UK",https://www.adzuna.co.uk/jobs/details/5888511584?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-18,2026-09-23,"Partially Remote London, United Kingdom Full time R-68375 Who We Are At Kyndryl, we run and reimagine the mission-critical technology systems that drive advantage for the world's leading businesses. We are at the heart of progress; with proven expertise and a continuous flow of AI-powered insight, enabling smarter decisions, faster innovation, and a lasting competitive edge. For our people-Kyndryls-that means doing purposeful work that powers human progress. Join us and experience a flexible, s…",top match
Meritus Talent,AI Engineer,"Cambridge, Cambridgeshire",https://www.adzuna.co.uk/jobs/land/ad/5889704950?se=qjf44j238RGf_djUbW4fNA&utm_medium=api&utm_source=dc96cb17&v=3EFE1DAF51426385FB08838D90E933A2D665B7C6,adzuna-api,2026-09-18,2026-09-23,"AI ENGINEER (DEFENCE & SECURITY) - UP TO £90,000 - CAMBRIDGE (3 DAYS PER WEEK ON-SITE) - SC CLEARANCE ELIGIBLE

MERITUS are recruiting for AI Engineers to join a leading technology and engineering consultancy delivering cutting-edge solutions across the Defence, Security and Government sectors .

This is an excellent opportunity for A I Engineer, Machine Learning Engineer, Data Scientist or Algorithms Engineer to combine hands-on technical delivery with technical leadership, customer engagement and business development.

Working alongside multidisciplinary teams of engineers and scientists, you'll lead the design and delivery of advanced AI, Machine Learning and Algorithmic solutions , helping solve complex challenges for Defence and Security customers.

Responsibilities:

- Lead the technical delivery of AI, Machine Learning and Advanced Algorithm projects.

- Act as technical lead and solution architect on complex programmes.

- Apply techniques including Transformer Models, LLMs, Reinforcement Learning, Computer Vision, Sensor Processing and Statistical Modelling .

- Provide technical oversight, governance and peer review across projects.

- Work directly with customers to define requirements and deliver innovative solutions.

- Support proposals, bids and business development activities.

- Mentor engineers and contribute to technical standards and best practice.

Skills & Experience:

- 3+ years' experience developing and delivering AI, Machine Learning or Advanced Algorithmic solutions .

- Experience within the Defence, National Security or Government sectors .

- Strong expertise in one or more of Transformer Models, Diffusion Models, Reinforcement Learning, Computer Vision or Machine Perception .

- Strong Python and software engineering skills.

- Experience leading technical teams and architecting complex solutions.

- Customer-facing experience and the ability to communicate with technical and non-technical stakeholders.

- Degree qualified in Computer Science, AI, Machine Learning, Mathematics, Physics or a related discipline.

- SC Clearance eligibility .

Desirable:

- Signal Processing, Sensor Fusion or Edge Computing experience.

- Numerical Optimisation, Simulation or Statistical Modelling expertise.

- Proposal leadership, technical sales or client development experience.

- PhD, published research or conference speaking experience.

Benefits:

- Up to £90,000 base salary

- 10% bonus

- 25 days holiday + bank holidays

- Private Medical Insurance

- Work on cutting-edge AI and Defence technology programmes

- Access to specialist labs and advanced computing resources

- Excellent career progression and technical leadership opportunities

This is a fantastic opportunity for a Principal AI Engineer, Principal Machine Learning Engineer, Lead Data Scientist or Principal Algorithms Engineer to play a key role in developing next-generation intelligent systems for Defence and Security applications.",medium match
Microtech Global Ltd,Machine Learning Engineer (Voice) - London,"South East London, London",https://www.adzuna.co.uk/jobs/land/ad/5888654441?se=QOO64z238RGf_djUbW4fNA&utm_medium=api&utm_source=dc96cb17&v=2A16EC6AECA9A5EE7A175A39085183A0A7023608,adzuna-api,2026-09-18,2026-09-23,"Machine Learning Engineer (Voice) - London
An AI-native engineering org. Agents across coding, reviewing, QA, ops, support, scheduling. You'll help turn the company itself into an intelligent system.
Speech-to-speech agents that feel like a person in the room. Interruptions, back-channels, noisy kitchens, hearing aids, thick accents, millisecond latency.
Companions with long-term memory. Knows someone after six months the way a friend would.
Assistants inside messaging, connecting families across cities and countries.
Health biomarkers from conversation. Cognitive decline, mood, breathing, loneliness, with research partners at Wharton, Toronto, and Oxford.
PhD-level audio in production. Speech enhancement, VAD, diarization, TTS tuned for older voices.
An agentic browser: booking appointments and getting things done online through conversation, no wrestling with websites.
What we need;
A cracked, AI-native engineer. You use AI to multiply what you ship, and you've made yourself measurably faster with coding agents or your own setup.
You've shipped something that runs on an LLM in production. Voice AI experience (real-time STT, TTS, speech-to-speech, telephony) is a big plus.
You go above and beyond and can prove it: a side project with users, a repo people star, a hackathon you won, something you built over a weekend because you couldn't stop. Show us.
High agency. If something is broken and nobody owns it, you own it now. You'd rather be wrong fast than wait for a spec.
Product taste. You care how it looks and feels, not just whether it works.
Low ego, kind, hard-working. No politics.
You care about the mission: older adults ageing well at home, work that matters to real families.
WHAT WE DON'T CARE ABOUT
Where you went to university, or whether you did. Show us what you've built.
Where you live. Overlap with London hours matters more than
your postcode.
Gender, age, background, or anything else that isn't the work.
FOUNDING ENGINEER MEANS FOUNDING
You will be integral to whether Harmonica succeeds. That's literal, and it comes with the freedom to match.
Set the engineering standards: how we test, review, deploy, and use agents as we grow.
Shape the stack. A strong opinion backed by evidence changes how we build.
Hire the team. You'll interview and help decide who joins after you.
Own broadly today (voice, memory, messaging, biomarkers); take primary ownership of a major surface as we grow.
Real equity and a real voice in product, engineering, and company decisions.
You'll learn more here in one year than in three at a corporate. That's a promise.",medium match
Norton Rose Fulbright LLP,AI Engineer,"London, UK",https://www.adzuna.co.uk/jobs/land/ad/5889787459?se=qjf44j238RGf_djUbW4fNA&utm_medium=api&utm_source=dc96cb17&v=382701F61B2D86A92B65B17C442CCBCEE829B548,adzuna-api,2026-09-18,2026-09-23,"Practice Group / Department:

Legal Innovation, Design & Technology - London

Job Description

Norton Rose Fulbright is a global law firm with more than 3,000 lawyers advising clients across locations in the United States, Europe, Canada, Latin America, Asia, Australia, Africa and the Middle East. We provide a full scope of legal services to the world’s preeminent corporations and financial institutions.

Our vision is to be a world class business, profitable, ambitious, cooperative and considerate, supporting our clients and people through our global business principles of Quality, Unity and Integrity.

With over 7,000 employees worldwide, our culture is the thread that connects us. Our strategy and culture are closed connected – defined by shared ambition, global collaboration and a one-team mindset. We believe pioneering work happens when people are empowered to think beyond boundaries, explore new opportunities and grow through diverse experiences. Alongside the right skills and experience, we are looking for people who are innovative, commercially minded, and motivated by the impact of the work they do – ready to share in our ambition and help shape what comes next.

Because while individuals can do well, together we achieve something extraordinary.

Role Purpose

We are building a new R&D capability focused on developing data-driven and AI-enabled solutions for legal services and the wider business of law.

The AI Engineer will build end-to-end AI capabilities for R&D products: agentic workflows, retrieval and context, agent and evaluation harnesses, and the user-facing features around them. Working with the Head of R&D, you will translate agreed product and technical designs into secure, observable and maintainable products.

This is a hands-on full-stack AI engineering role, with applied AI product delivery at its core. You will build AI workflows, tools and integrations, evaluation and observability capabilities, together with the APIs, services and user interfaces needed to ship them reliably.

This is not a research-only role. You will apply agreed enterprise architecture, security and deployment patterns, while taking practical responsibility for code quality, testing, monitoring and troubleshooting with product, data, technology and security teams.

You will join a small, hands-on multidisciplinary team. Each team member will workcollaboratively across discovery, prototyping, engineering, productionisation and continuous improvement.

Key Responsibilities

-
Build complete AI-enabled product features across user interface, backend, AI orchestration, retrieval and approved enterprise integrations.

-
Design and build agentic AI workflows using structured outputs, tool calling, workflow orchestration, document processing, human-review steps and appropriate controls.

-
Build reusable agent harnesses: practical runtime patterns around tools, state, context, approvals, traces and test fixtures that make agents consistent, inspectable and safe to use.

-
Build grounded retrieval and context patterns using approved data products, search indexes, document repositories and permission-aware sources; provide evidence and citations where appropriate.

-
Design and operate evaluation harnesses for AI workflows, including curated test sets, representative scenarios, automated and human grading, regression tests, trace review and user-feedback loops.

-
Manage prompts, model configuration, tool schemas and routing as tested product assets, including fallbacks and cost/latency trade-offs.

-
Implement AI observability through traces, logs, metrics and evaluation results, so quality, reliability, failure modes, latency and cost are visible and can be improved.

-
Build clear APIs and integrate AI products with approved data, document, search and business systems.

-
Build usable interfaces that help users understand AI output, inspect supporting evidence, provide feedback and complete review or approval steps.

-
Write maintainable Python and TypeScript code; use Docker, Git, automated testing and CI/CD to make development, testing and deployment repeatable.

-
Apply agreed security, authentication, data-handling, deployment and release patterns, working with the relevant firm technology teams where needed

Initial Focus

-
End-to-end agentic AI features and reusable harnesses for Radar and other named R&D products.

-
A practical evaluation and test capability that lets the team compare prompts, models, tools and retrieval approaches before and after release.

-
Grounded AI workflows that combine firm data, documents, market or regulatory information and user context into useful, attributable outputs.

-
Interfaces that make AI output, confidence, evidence, controls and next actions clear to lawyers and business users.

What Success Looks Like

-
R&D products use AI workflows that are grounded in trusted context, observable in operation and understandable to users.

AI quality is measured rather than assumed; evaluation results, traces and feedback lead to demonstrable improvements in usefulness, reliabili",top match
Sagacity,Data Scientist,"London, UK",https://www.adzuna.co.uk/jobs/land/ad/5889786902?se=pHO25D238RGf_djUbW4fNA&utm_medium=api&utm_source=dc96cb17&v=D1824533F1D6DCA046794DE8481A7380612D65B1,adzuna-api,2026-09-18,2026-09-23,"As a Data Scientist within the Analytics Team, you will contribute to data-driven strategies for our clients. Working closely with the Data & Analytics Manager and senior colleagues, you will deliver data science projects and collaborate with stakeholders across data strategy, sales, account management, delivery and marketing.

You will bring solid technical skills and commercial awareness to deliver data solutions that drive measurable operational performance. This is a hands-on role - ideal for someone who thrives on translating data into actionable insight and producing high-quality outcomes.

Responsibilities

- Deliver data science projects, from problem definition through to actionable insights and presentation of results

- Develop and apply predictive modelling, supervised and unsupervised machine learning techniques to optimise client operations and business outcomes

- Build and maintain data pipelines, ensuring data quality, consistency, and integrity across multiple sources and formats

- Translate complex analyses into clear, commercially relevant recommendations for clients and internal stakeholders

- Work with client teams to identify analytical opportunities, support marketing strategy, and quantify the impact of data-driven decision-making

- Support pre-sales and client engagement, helping to demonstrate the value of data insight

- Follow best practices in data science, reproducible research, and ethical AI

- Collaborate cross-functionally to enhance the company’s products and marketing data solutions

What Success Looks Like in the Role

- Delivery of impactful, high-quality analytics that directly inform and improve client marketing outcomes

- Building trust and credibility with clients as an analytical consultant

- Regular iteration on our machine learning methodologies, tools, and frameworks

- Consistent demonstration of technical excellence and commercial insight in all project deliverables

- Measurable contribution to the enhancement of Sagacity’s data science and analytics product suite

Competencies and Experience

- 2+ years’ experience in data science, analytics, or statistical modelling, ideally with commercial experience within the Telecoms, Banking or Utilities industries; or within a data-related consultancy

- Educated to degree level (postgraduate preferred) in a quantitative discipline such as Computer Science, Statistics, Mathematics, Economics, or similar

- Working knowledge of statistical and machine learning methods (e.g. logistic regression, gradient boosting, random forests, clustering, NLP

- Proficient in Python and/or R, with strong experience in data quality, model development and feature engineering

- Strong command of SQL and familiarity with data engineering environments such as Databricks or similar

- Skilled in data visualisation and storytelling using tools such as Power BI, Tableau, Plotly, or Sigma

- Demonstrated ability to translate technical findings into strategic recommendations for non-technical audiences

- Commercially aware, with proven success in applying analytics to solve business problems

- Strong communicator; able to engage stakeholders and present findings with clarity and confidence

- Self-motivated, organised, and proactive, with the ability to manage multiple priorities and stakeholders in a fast-paced environment

- Willing to travel across the UK for client engagements

- Must have the right to work in the UK and a commitment to ongoing professional development",top match
The Portfolio Group,Senior AI Engineer - Agentic & Generative AI,"Manchester, Greater Manchester",https://www.adzuna.co.uk/jobs/land/ad/5889704742?se=qoJZ5j238RGpV9S3FnLg6g&utm_medium=api&utm_source=dc96cb17&v=71EF9A67F78E16B1857A9DF2A2F2402A15F04023,adzuna-api,2026-09-18,2026-09-23,"Join a fast-growing international SaaS business at the forefront of AI innovation. We're looking for a Senior AI Engineer to design, build and scale Agentic AI, Generative AI and Retrieval-Augmented Generation (RAG) solutions that power intelligent, customer-facing products used globally. Working closely with Product, Platform and Engineering teams, you'll develop production-grade AI systems, autonomous agents and LLM-powered applications, helping shape the future of AI across the organisation.…",top match
Akkodis,AI (Machine Learning) Engineer,"Redcliffe, Bristol",https://www.adzuna.co.uk/jobs/details/5893862703?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-22,2026-09-22,"Salary: £80,000 - 85,000 per year Requirements: Experience delivering AI and ML solutions in complex, safety-critical environments. Strong Python development experience. Expertise in Machine Learning, Deep Learning, Computer Vision and LLMs. Experience with autonomous technologies and ROS 2. Experience taking solutions from concept to deployment. Knowledge of CI/CD, cloud technologies and MLOps. Excellent stakeholder communication skills. Responsibilities: Design, develop and deploy AI and ML s…",medium match
Bumble,Machine Learning Engineer (UK),UK London,https://jobs.ashbyhq.com/bumbleinc/9b5beda2-6610-456c-8822-14b510a279b1,ashby-api,2026-09-22,2026-09-22,"MACHINE LEARNING ENGINEER — MATCHING & RECOMMENDATIONS

At Bumble, we’re building the Love Company — a place where healthy, equitable relationships and friendships can start and grow. Machine Learning plays an important role in that mission, powering the matching, recommendation and personalisation experiences that help our members discover meaningful connections.

As a Machine Learning Engineer, Matching & Recommendations, you’ll work hands-on to develop and improve the ML systems behind these experiences. You’ll own well-defined ML problems end-to-end — from exploring data and developing models through experimentation, deployment and monitoring — while learning from experienced engineers and contributing to the evolution of Bumble’s recommendation platform. This is an opportunity to apply modern ML techniques to real-world problems at scale and see the direct impact of your work on our members.

WHAT YOU'LL BE DOING

- Explore, develop and deliver modern Machine Learning solutions that improve recommendations, matching and personalisation across Bumble.

- Own defined ML problems end-to-end, from data exploration and feature engineering through model training, evaluation, production deployment and iteration.

- Use modern ML frameworks such as PyTorch or TensorFlow to design, train and optimise models for production environments.

- Contribute to experimentation, including A/B testing and offline evaluation, using results to continuously improve model and product performance.

- Build, maintain and monitor production models, diagnosing issues and improving reliability and performance at scale.

- Write high-quality, maintainable code and contribute to code reviews, technical discussions and engineering best practices.

- Take ownership of delivering high-quality solutions from insight through to measurable impact, balancing speed, quality and technical rigour.

- Apply responsible AI practices, considering fairness, transparency, privacy and member safety throughout model development and deployment.

- Collaborate with Machine Learning, Engineering, Product and Data partners to translate member and product problems into practical ML solutions.

WE'D LOVE TO MEET SOMEONE WITH

- Around 3+ years of hands-on experience building and shipping Machine Learning models in production, although we welcome candidates with alternative backgrounds who demonstrate equivalent skills and experience.

- Strong programming skills in Python and proficiency with an ML framework such as PyTorch or TensorFlow.

- Industry experience researching or applying Machine Learning, ideally in areas such as recommendation systems, ranking, retrieval, search or personalisation.

- Good understanding of the ML development lifecycle, including data and feature development, training, evaluation, deployment, monitoring and iteration.

- Understanding of MLOps and infrastructure concepts such as CI/CD for ML, feature stores, model serving, observability and versioning.

- Familiarity with containerisation and cloud-native environments such as Docker, Kubernetes and GCP, or comparable technologies.

- Familiarity with experimentation methodologies, including A/B testing, offline evaluation and model performance metrics.

- Strong problem-solving skills and the ability to independently navigate defined but technically ambiguous problems.

- An agile mindset, adapting your approach based on data, experimentation and evolving priorities whilst maintaining focus on outcomes.

- Growing AI fluency, with the ability to independently apply ML techniques and emerging technologies, including LLMs where appropriate, responsibly and effectively.

AN ADDED BONUS IF YOU HAVE

- Practical experience building recommendation systems, ranking, retrieval, search or personalisation systems in production.

- Experience with modern recommendation approaches such as embeddings, two-tower models, learning-to-rank or representation learning.

- Exposure to modern ML architectures and techniques such as transformers, graph neural networks, contrastive learning or multimodal embeddings.

- Experience working with real-time or low-latency ML inference systems at scale.

About Us

Bumble Inc. is the parent company of Bumble Date, BFF, and Badoo. The Bumble platform enables people to build healthy and equitable relationships, through Kind Connections. Founded by Whitney Wolfe Herd in 2014, Bumble was one of the first dating apps built with women at the center and connects people across dating (Bumble Date) and friendship (BFF). BFF is a friendship app where people in all stages of life can meet people nearby and create meaningful platonic connections and community based on shared interests. Badoo, which was founded in 2006, is one of the pioneers of web and mobile dating products.

AI Fluency

AI is important to us. We’re excited by people who are curious and experimental, and who think thoughtfully about how AI can amplify their impact and outcomes.

We encourage you to use AI responsibly as you prepare your application. Please don’t use it to fabricate experiences or answer questions live in interviews. We care deeply about authenticity and want to understand your real skills, judgment and voice, because building a meaningful, genuine connection with you matters to us.

Final Compensation

Will be determined based on factors such as the selected candidate’s qualifications, relevant experience, skill set, and other job-related considerations.

Inclusion at Bumble Inc.

Bumble Inc. is an equal opportunity employer and we strongly encourage people of all ages, color, lesbian, gay, bisexual, transgender, queer and non-binary people, veterans, parents, people with disabilities, and neurodivergent people to apply. We're happy to make any reasonable adjustments that will help you feel more confident throughout the process, please don't hesitate to let us know how we can help.

In your application, please feel free to note which pronouns you use (For example: she/her, he/him, they/them, etc).

AI in Bumble Inc. Hiring

At Bumble, we may use AI tools to support parts of our recruitment process — such as helping us record, transcribe, and summarize conversations, and supporting job alignment by comparing resumes and job descriptions to highlight skills and potential roles that may be a good match. These tools help us work more efficiently and stay focused on you during our conversations. Importantly, all hiring decisions are made by people. AI is used only to support our team’s efficiency and improve the candidate experience — not to evaluate or decide on your candidacy. Participation in AI-supported interviews and conversations is completely voluntary and will not impact your candidacy. If you’d prefer to opt out, simply let your recruiter or interviewer know at the start of a call, or anytime during the interview or conversation. Summaries and related data are retained only as long as needed in line with our internal data retention policies. If at any point you’d like a transcription or summary deleted, please contact your recruiter directly.

Fraudulent Candidate Detection

Our applicant tracking system analyzes signals relating to device, IP, email, and phone data associated with each application to protect applicants and our hiring process from fraudulent applications. These signals provide indicators for internal review only and do not constitute a definitive determination of identity or intent. No applicant is rejected, advanced, or otherwise affected based solely on this analysis without human review

For further information on how we hold and manage your data, please refer to our Privacy Policy https://bumble.com/en/candidate-privacy-policy.",top match
CBSbutler Holdings Limited trading as CBSbutler,Cyber AI Engineer - Remote,"West End, West London",https://www.adzuna.co.uk/jobs/details/5893862740?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-22,2026-09-22,"Salary: £? - ? per year Requirements: We are interested in engineers with genuine hands-on experience with Generative AI and LLM technologies, ideally alongside an understanding of cyber security operations. We ideally want experience across OpenAI platform/API development. We ideally want experience with LLMs and Generative AI. We ideally want experience with RAG implementation. We ideally want experience with prompt engineering and optimisation. We ideally want experience with AI assistants a…",top match
